SKU,PRODUCT NAME,VENDOR,COST,PRICE,PROFIT,MARGIN,PRODUCT CATEGORY,OVERALL PRODUCT CATEGORY,SKU - 2
20T8472,"Steel Dock Board Model T (20,000 lbs. Capacity) - 84""W x 72""L",Bluff Manufacturing,"$2,552.27 ","$3,646.10 ","$1,093.83 ",30.00%,Dock Boards,Warehouse Protection,20T8472
20TFL6048,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity)",Bluff Manufacturing,"$1,510.88 ","$2,158.40 ",$647.52 ,30.00%,Dock Boards,Warehouse Protection,20TFL6048
20TFL6060,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity) - 60""W x 60""L",Bluff Manufacturing,"$1,757.60 ","$2,510.85 ",$753.25 ,30.00%,Dock Boards,Warehouse Protection,20TFL6060
20TFL6072,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity) - 60""W x 72""L",Bluff Manufacturing,"$2,008.30 ","$2,869.00 ",$860.70 ,30.00%,Dock Boards,Warehouse Protection,20TFL6072
20TFL7248,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity) - 72""W x 48""L",Bluff Manufacturing,"$1,688.44 ","$2,412.05 ",$723.61 ,30.00%,Dock Boards,Warehouse Protection,20TFL7248
20TFL7260,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity) - 72""W x 60""L",Bluff Manufacturing,"$1,842.00 ","$2,833.85 ",$991.85 ,35.00%,Dock Boards,Warehouse Protection,20TFL7260
20TFL7272,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity) - 72""W x 72""L",Bluff Manufacturing,"$2,278.96 ","$3,255.65 ",$976.69 ,30.00%,Dock Boards,Warehouse Protection,20TFL7272
20TFL8448,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity) - 84""W x 48""L",Bluff Manufacturing,"$1,871.98 ","$2,674.25 ",$802.27 ,30.00%,Dock Boards,Warehouse Protection,20TFL8448
20TFL8460,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity) - 84""W x 60""L",Bluff Manufacturing,"$2,213.12 ","$3,161.60 ",$948.48 ,30.00%,Dock Boards,Warehouse Protection,20TFL8460
20TFL8472,"Steel Dock Board Fixed Legs (20,000 lbs. Capacity) - 84""W x 72""L",Bluff Manufacturing,"$2,241.05 ","$3,201.50 ",$960.45 ,30.00%,Dock Boards,Warehouse Protection,20TFL8472
20TNB6048,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity)",Bluff Manufacturing,"$1,510.88 ","$2,158.40 ",$647.52 ,30.00%,Dock Boards,Warehouse Protection,20TNB6048
20TNB6060,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity) - 60""W x 60""L",Bluff Manufacturing,"$1,757.60 ","$2,510.85 ",$753.25 ,30.00%,Dock Boards,Warehouse Protection,20TNB6060
20TNB6072,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity) - 60""W x 72""L",Bluff Manufacturing,"$2,008.30 ","$2,869.00 ",$860.70 ,30.00%,Dock Boards,Warehouse Protection,20TNB6072
20TNB7248,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity) - 72""W x 48""L",Bluff Manufacturing,"$1,688.44 ","$2,412.05 ",$723.61 ,30.00%,Dock Boards,Warehouse Protection,20TNB7248
20TNB7260,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity) - 72""W x 60""L",Bluff Manufacturing,"$1,983.70 ","$2,833.85 ",$850.15 ,30.00%,Dock Boards,Warehouse Protection,20TNB7260
20TNB7272,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity) - 72""W x 72""L",Bluff Manufacturing,"$2,278.96 ","$3,255.65 ",$976.69 ,30.00%,Dock Boards,Warehouse Protection,20TNB7272
20TNB8448,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity) - 84""W x 48""L",Bluff Manufacturing,"$1,871.98 ","$2,674.25 ",$802.27 ,30.00%,Dock Boards,Warehouse Protection,20TNB8448
20TNB8460,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity) - 84""W x 60""L",Bluff Manufacturing,"$2,213.12 ","$3,161.60 ",$948.48 ,30.00%,Dock Boards,Warehouse Protection,20TNB8460
20TNB8472,"Steel Dock Board without Dockside Bend (20,000 lbs. Capacity) - 84""W x 72""L",Bluff Manufacturing,"$2,552.27 ","$3,646.10 ","$1,093.83 ",30.00%,Dock Boards,Warehouse Protection,20TNB8472
21-6,90-Degree Side Outlet Tee,Kee Safety,$14.60 ,$25.61 ,$11.01 ,43.00%,BLANK,BLANK,21-6
21-7,"90-Degree Side Outlet Tee, 1-1/4 in ID/1.66 in OD Pipe",Kee Safety,$21.44 ,$37.61 ,$16.17 ,43.00%,BLANK,BLANK,21-7
21-8,90-Degree Side Outlet Tee - 1-1/2 in ID/1.90 in OD Pipe,Kee Safety,$24.39 ,$42.79 ,$18.40 ,43.00%,BLANK,BLANK,21-8
21-9,90-Degree Side Outlet Tee - 2 in ID/ 2.375 in OD Pipe,Kee Safety,$45.15 ,$79.20 ,$34.05 ,43.00%,BLANK,BLANK,21-9
210135,Heavy Duty Hand Truck Continuous Loop Double Pin Handle - 800lb. Cap.,Wesco,$258.30 ,$397.39 ,$139.09 ,35.00%,"Carts, Hand Trucks & Dollies","Carts, Hand Trucks & Dollies",210135
2127 UHMW,,Bond Caster & Wheels,,,,,Heavy Duty / Container,Casters,2127 UHMW
2136CI-4,"Metro Super Erecta Clear Shelf Inlays, Package of 4 - 21x36",Metro Shelving,$59.50 ,$132.22 ,$72.72 ,55.00%,BLANK,BLANK,2136CI-4
2136WPM,,Quantum Storage Systems,,,,,Wire Shelving,Warehouse Protection,2136WPM
2140RA1GDP,,Caster Depot,,,,,General Casters,Casters,2140RA1GDP
2140SA1GDP,,Caster Depot,,,,,General Casters,Casters,2140SA1GDP
2148CI-4,"Metro Super Erecta Clear Shelf Inlays, Package of 4 - 21x48",Metro Shelving,$69.50 ,$154.44 ,$84.94 ,55.00%,MS - Components,BLANK,2148CI-4
2148WPM,,Quantum Storage Systems,,,,,Wire Shelving,Warehouse Protection,2148WPM
359-95,,Durham,$111.65 ,$171.77 ,$60.12 ,35.00%,BLANK,BLANK,359-95
2160CI-4,"Metro Super Erecta Clear Shelf Inlays, Package of 4 - 21x60",Metro Shelving,$81.25 ,$180.56 ,$99.31 ,55.00%,BLANK,BLANK,2160CI-4
2160WPM,,Quantum Storage Systems,,,,,Wire Shelving,Warehouse Protection,2160WPM
219-13730-7,219-13730-7,Lincoln Industrial,$9.05 ,$13.57 ,$4.52 ,33.30%,Other,Lincoln,219-13730-7
219-14138-2,O-RING,Lincoln Industrial,$0.22 ,$0.39 ,$0.17 ,43.60%,Other,Lincoln,219-14138-2
21EL50GI4368TY,,Durable Superior Casters,,,,,General Casters,Casters,21EL50GI4368TY
21EL50GI4368YY,"5"" x 1-1/4"" Element Wheel Threaded Swivel Stem Caster - 250 lb. Cap",Durable Superior Casters,$9.73 ,$26.80 ,$17.07 ,63.70%,General Casters,Casters,21EL50GI4368YY
21EL50GI4377TY,"5"" x 1-1/4"" Element Wheel Threaded Swivel Stem Caster, Exp. Adapter & Top Lock Brake - 250# Cap",Durable Superior Casters,$14.41 ,$39.70 ,$25.29 ,63.70%,General Casters,Casters,21EL50GI4377TY
21EL50GI4377YY,"5"" x 1-1/4"" Element Wheel Threaded Swivel Stem Caster, Exp. Adapter - 250# Cap",Durable Superior Casters,$13.10 ,$36.09 ,$22.99 ,63.70%,General Casters,Casters,21EL50GI4377YY
21HR30GB4291YY,,Durable Superior Casters,,,,,General Casters,Casters,21HR30GB4291YY
21HR40GB4262YY,,Durable Superior Casters,,,,,General Casters,Casters,21HR40GB4262YY
21HR40GB4268YY,,Durable Superior Casters,,,,,General Casters,Casters,21HR40GB4268YY
21HR40GB4270YY,,Durable Superior Casters,,,,,General Casters,Casters,21HR40GB4270YY
21HR40GB8271YY,"4"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 3/4"" Tube I.D.",Durable Superior Casters,$9.86 ,$27.16 ,$17.30 ,63.70%,General Casters,Casters,21HR40GB8271YY
21HR40GB8272YY,"4"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 7/8"" Tube I.D.",Durable Superior Casters,$9.86 ,$27.16 ,$17.30 ,63.70%,General Casters,Casters,21HR40GB8272YY
21HR40GB8273YY,"4"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap.",Durable Superior Casters,$9.86 ,$27.16 ,$17.30 ,63.70%,General Casters,Casters,21HR40GB8273YY
21HR40GB8274YY,"4"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 1-1/8"" Tube I.D.",Durable Superior Casters,$9.96 ,$27.44 ,$17.48 ,63.70%,General Casters,Casters,21HR40GB8274YY
21HR40GB8275YY,"5"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 1-3/8"" Tube I.D.",Durable Superior Casters,$9.90 ,$27.27 ,$17.37 ,63.70%,General Casters,Casters,21HR40GB8275YY
21HR40GB8276YY,"4"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 1-1/2"" Tube I.D.",Durable Superior Casters,$10.09 ,$27.80 ,$17.71 ,63.70%,General Casters,Casters,21HR40GB8276YY
21HR40GB8277YY,"4"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 1-7/8"" Tube I.D.",Durable Superior Casters,$10.39 ,$28.62 ,$18.23 ,63.70%,General Casters,Casters,21HR40GB8277YY
21HR50GB4262YY,,Durable Superior Casters,,,,,General Casters,Casters,21HR50GB4262YY
21HR50GB4268YY,"Light/medium duty stem swivel caster, Solid hard rubber wheel, 5"" o.d., 1-1/4"" tread w., black, 3/8""x1-1/16"" flange ball, 3/8""-16x1-1/2"" threaded stem, no option (21HR50GB4268YY)",Durable Superior Casters,$5.00 ,$16.75 ,$11.75 ,70.10%,General Casters,Casters,21HR50GB4268YY
21HR50GB4271YY,"5"" x 1-1/4"" Hard Rubber Thread Swivel Stem Caster, Expandable Adapter,350# Cap - 3/4"" Tube I.D.",Durable Superior Casters,$13.45 ,$37.05 ,$23.60 ,63.70%,General Casters,Casters,21HR50GB4271YY
21HR50GB4272YY,"5"" x 1-1/4"" Hard Rubber Thread Swivel Stem Caster, Expandable Adapter,350# Cap - 7/8"" Tube I.D.",Durable Superior Casters,$13.45 ,$37.05 ,$23.60 ,63.70%,General Casters,Casters,21HR50GB4272YY
21HR50GB4273YY,"5"" x 1-1/4"" Hard Rubber Thread Swivel Stem Caster, Expandable Adapter,350# Cap",Durable Superior Casters,$13.45 ,$37.05 ,$23.60 ,63.70%,General Casters,Casters,21HR50GB4273YY
21HR50GB4274YY,"5"" x 1-1/4"" Hard Rubber Thread Swivel Stem Caster, Expandable Adapter,350# Cap - 1-1/8"" Tube I.D.",Durable Superior Casters,$13.55 ,$37.33 ,$23.78 ,63.70%,General Casters,Casters,21HR50GB4274YY
21HR50GB4275YY,"5"" x 1-1/4"" Hard Rubber Thread Swivel Stem Caster, Expandable Adapter,350# Cap - 1-3/8"" Tube I.D.",Durable Superior Casters,$13.50 ,$37.19 ,$23.69 ,63.70%,General Casters,Casters,21HR50GB4275YY
21HR50GB4276YY,"5"" x 1-1/4"" Hard Rubber Thread Swivel Stem Caster, Expandable Adapter,350# Cap - 1-1/2"" Tube I.D.",Durable Superior Casters,$13.68 ,$37.69 ,$24.01 ,63.70%,General Casters,Casters,21HR50GB4276YY
21HR50GB4277YY,"5"" x 1-1/4"" Light Medium Duty Swivel Caster with Hard Rubber Wheel - 21HR50GB4277YY",Durable Superior Casters,$13.98 ,$38.51 ,$24.53 ,63.70%,General Casters,Casters,21HR50GB4277YY
21HR50GB8271YY,"5"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 3/4"" Tube I.D.",Durable Superior Casters,$10.91 ,$30.06 ,$19.15 ,63.70%,General Casters,Casters,21HR50GB8271YY
21HR50GB8272YY,"5"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 7/8"" Tube I.D.",Durable Superior Casters,$10.91 ,$30.06 ,$19.15 ,63.70%,General Casters,Casters,21HR50GB8272YY
21HR50GB8273YY,"5"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap.",Durable Superior Casters,$10.91 ,$30.06 ,$19.15 ,63.70%,General Casters,Casters,21HR50GB8273YY
21HR50GB8274YY,"5"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 1-1/8"" Tube I.D.",Durable Superior Casters,$11.01 ,$30.33 ,$19.32 ,63.70%,General Casters,Casters,21HR50GB8274YY
21HR50GB8275YY,"5"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 1-3/8"" Tube I.D.",Durable Superior Casters,$10.95 ,$30.17 ,$19.22 ,63.70%,General Casters,Casters,21HR50GB8275YY
21HR50GB8276YY,"5"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 1-1/2"" Tube I.D.",Durable Superior Casters,$11.13 ,$30.66 ,$19.53 ,63.70%,General Casters,Casters,21HR50GB8276YY
21HR50GB8277YY,"5"" x 1-1/4"" Hard Rubber Swivel Stem Caster, Exp. Adapter, 350 lb Cap. - 1-7/8"" Tube I.D.",Durable Superior Casters,$11.44 ,$31.52 ,$20.08 ,63.70%,General Casters,Casters,21HR50GB8277YY
21NM30GI4367TY,,Durable Superior Casters,,,,,General Casters,Casters,21NM30GI4367TY
21NM30GI4368YY,,Durable Superior Casters,,,,,General Casters,Casters,21NM30GI4368YY
21NM40GI4367YY,"4"" x 1-1/4"" Nomadic Wheel Threaded Swivel Stem Caster (1/2"") - 300 lbs. Cap.",Durable Superior Casters,$9.75 ,$26.86 ,$17.11 ,63.70%,General Casters,Casters,21NM40GI4367YY
21NM40GI4368TY,"4"" x 1-1/4"" Nomadic Threaded Swivel Stem Caster W/ Brake (1/2"") - 260 lbs. Cap.",Durable Superior Casters,$10.82 ,$29.81 ,$18.99 ,63.70%,General Casters,Casters,21NM40GI4368TY
21NM40GI4368YY,"4"" x 1-1/4"" Nomadic Wheel Threaded Swivel Stem Caster (1/2"") - 260 lbs. Cap.",Durable Superior Casters,$9.75 ,$26.86 ,$17.11 ,63.70%,General Casters,Casters,21NM40GI4368YY
21NM40GI4374TY,"4"" x 1-1/4"" Nomadic Threaded Stem Caster, Expandable Adapter, Brake,260# Cap 1-1/8"" Tube I.D.",Durable Superior Casters,$8.00 ,$25.51 ,$17.51 ,68.60%,General Casters,Casters,21NM40GI4374TY
21NM40GI4377TY,"4"" x 1-1/4"" Nomadic Threaded Stem Caster, Expandable Adapter, Brake,260# Cap",Durable Superior Casters,$14.18 ,$39.06 ,$24.88 ,63.70%,General Casters,Casters,21NM40GI4377TY
21NM40GI4377YY,"4"" x 1-1/4"" Nomadic Threaded Swivel Stem Caster, Expandable Adapter, 260# Cap",Durable Superior Casters,$13.11 ,$36.12 ,$23.01 ,63.70%,General Casters,Casters,21NM40GI4377YY
21NM40GI4391TY,"4"" x 1-1/4"" Nomadic Wheel Swivel Grip Ring Stem Caster w/ Brake- 260 lbs. Cap.",Durable Superior Casters,$10.82 ,$29.81 ,$18.99 ,63.70%,General Casters,Casters,21NM40GI4391TY
21NM40GI4391YY,"4"" x 1-1/4"" Nomadic Wheel Swivel Grip Ring Stem Caster - 260 lbs. Capacity",Durable Superior Casters,$9.75 ,$26.86 ,$17.11 ,63.70%,General Casters,Casters,21NM40GI4391YY
21NM50GI4370YY,"5"" x 1-1/4"" SWIVEL THREADED STEM RIG, 350 LB MAX CAP., 1/2-13 X 2-3/4"" STEM, W/ AXLE AND NUT",Durable Superior Casters,$7.87 ,$21.68 ,$13.81 ,63.70%,General Casters,Casters,21NM50GI4370YY
21NM50GI4377TY,"5"" x 1-1/4"" Nomadic Threaded Stem Caster, Expandable Adapter, Brake, 325# Cap",Durable Superior Casters,$15.70 ,$43.25 ,$27.55 ,63.70%,General Casters,Casters,21NM50GI4377TY
21NM50GI4377YY,"5"" x 1-1/4"" Nomadic Threaded Swivel Stem Caster, Expandable Adapter, 325# Cap",Durable Superior Casters,$14.39 ,$39.64 ,$25.25 ,63.70%,General Casters,Casters,21NM50GI4377YY
21NM50GI4391TY,"5"" x 1-1/4"" Nomadic Swivel Grip Ring Stem Caster, Brake (7/16"") - 325 lbs. Cap.",Durable Superior Casters,$12.43 ,$34.24 ,$21.81 ,63.70%,General Casters,Casters,21NM50GI4391TY
21NM50GI4391YY,"5"" x 1-1/4"" Nomadic Wheel Swivel Grip Ring Stem Caster (7/16"") - 325 lbs. Cap.",Durable Superior Casters,$11.12 ,$30.63 ,$19.51 ,63.70%,General Casters,Casters,21NM50GI4391YY
21PA30GL4362TY,"3"" x 1-1/4"" Polyon Aluminum Threaded Swivel Stem Caster, Brake (3/8""), 350 lbs. Capacity",Durable Superior Casters,$16.36 ,$45.07 ,$28.71 ,63.70%,General Casters,Casters,21PA30GL4362TY
21PA30GL4362YY,"3"" x 1-1/4"" Polyon Alum. Threaded Swivel Stem Caster (3/8"")  - 350 lbs. Cap.",Durable Superior Casters,$15.32 ,$42.20 ,$26.88 ,63.70%,General Casters,Casters,21PA30GL4362YY
21PA30GL4367TY,"3"" x 1-1/4"" Polyon Aluminum Threaded Swivel Stem Caster, Brake (1/2""),350 lbs Capacity",Durable Superior Casters,$16.36 ,$45.07 ,$28.71 ,63.70%,General Casters,Casters,21PA30GL4367TY
21PA30GL4367YY,,Durable Superior Casters,,,,,General Casters,Casters,21PA30GL4367YY
21PA30GL4368TY,"3"" x 1-1/4"" Polyon Aluminum Threaded Swivel Stem Caster, Brake (1/2"") 350 lbs Capacity",Durable Superior Casters,$16.36 ,$45.07 ,$28.71 ,63.70%,General Casters,Casters,21PA30GL4368TY
21PA30GL4368YY,"3"" x 1-1/4"" Polyon Alum. Threaded Swivel Stem Caster (1/2"") - 350 lbs. Cap.",Durable Superior Casters,$15.32 ,$42.20 ,$26.88 ,63.70%,General Casters,Casters,21PA30GL4368YY
21PA30GL4377TY,"3"" x 1-1/4"" Polyon Alum. Thread Stem Caster, Expandable Adapter, Brake,350# Cap",Durable Superior Casters,$19.72 ,$54.33 ,$34.61 ,63.70%,General Casters,Casters,21PA30GL4377TY
21PA30GL4377YY,"3"" x 1-1/4"" Polyon Alum. Threaded Swivel Stem Caster, Exp. Adapter, 350 lbs. Capacity",Durable Superior Casters,$18.68 ,$51.46 ,$32.78 ,63.70%,General Casters,Casters,21PA30GL4377YY
21PA30GL4391TY,"3"" x 1-1/4"" Polyon Aluminum Swivel Grip Ring Stem Caster, Brake, 350 lbs. Cap.",Durable Superior Casters,$16.36 ,$45.07 ,$28.71 ,63.70%,General Casters,Casters,21PA30GL4391TY
21PA30GL4391YY,"3"" x 1-1/4"" Polyon Aluminum Wheel Swivel Grip Ring Stem Caster - 350 lbs. Cap.",Durable Superior Casters,$15.32 ,$42.20 ,$26.88 ,63.70%,General Casters,Casters,21PA30GL4391YY
21PM30GM4368TY,"3"" x 1-1/4"" Polymadic Wheel Threaded Stem w/Top Lock Brake- 300 Lbs. Capacity",Durable Superior Casters,$7.69 ,$21.18 ,$13.49 ,63.70%,General Casters,Casters,21PM30GM4368TY
21PM30GM4368YY,"3"" x 1-1/4"" Polymadic Wheel Threaded Stem- 300 Lbs. Capacity",Durable Superior Casters,$6.65 ,$18.32 ,$11.67 ,63.70%,General Casters,Casters,21PM30GM4368YY
21PM40GM4362YY,"Light/Medium duty stem swivel caster, ""polymadic"" premium polyurethane/polyolefin wheels, 4"" od, 1-1/4"" tread w., maroon, 3/8"" annular ball, 3/8""-16x1-1/2"" threaded",Durable Superior Casters,$5.37 ,$20.91 ,$15.54 ,74.30%,General Casters,Casters,21PM40GM4362YY
21PM40GM4368TY,"4"" x 1-1/4"" Polymadic Threaded Swivel Stem Caster, Brake (1/2"") - 350 lbs. Cap.",Durable Superior Casters,$8.66 ,$23.86 ,$15.20 ,63.70%,General Casters,Casters,21PM40GM4368TY
21PM40GM4368YY,"4"" x 1-1/4"" Polymadic Wheel Threaded Swivel Stem Caster (1/2"") - 325 lbs. Cap.",Durable Superior Casters,$7.59 ,$20.91 ,$13.32 ,63.70%,General Casters,Casters,21PM40GM4368YY
21PM40GM4376TY,"4"" x 1-1/4"" Polymadic Thread Stem Caster, Expandable Adapter, Brake, 350 lbs. Capacity 1-1/2"" Tube I.D.",Durable Superior Casters,$14.30 ,$31.68 ,$17.38 ,54.90%,General Casters,Casters,21PM40GM4376TY
21PM40GM4377TY,"4"" x 1-1/4"" Polymadic Thread Stem Caster, Expandable Adapter, Brake, 350 lbs. Capacity",Durable Superior Casters,$12.02 ,$33.11 ,$21.09 ,63.70%,General Casters,Casters,21PM40GM4377TY
21PM40GM4377YY,"4"" x 1-1/4"" Polymadic Threaded Swivel Stem Caster, Expandable Adapter, 350 lbs. Capacity",Durable Superior Casters,$10.95 ,$30.17 ,$19.22 ,63.70%,General Casters,Casters,21PM40GM4377YY
21PM40GM4391TY,"4"" x 1-1/4"" Polymadic Swivel Grip Ring Stem Caster, Top Lock Brake, 350 lb. Cap",Durable Superior Casters,$8.66 ,$23.86 ,$15.20 ,63.70%,General Casters,Casters,21PM40GM4391TY
21PM40GM4391YY,"4"" x 1-1/4"" Polymadic Wheel Swivel Grip Ring Stem Caster - 350 lbs. Capacity",Durable Superior Casters,$7.59 ,$20.91 ,$13.32 ,63.70%,General Casters,Casters,21PM40GM4391YY
21PM50GM4342TY,"5"" x 1-1/4"" Polymadic Wheel Square Swivel Stem Caster W/ Brake - 350 lbs. Cap.",Durable Superior Casters,$12.17 ,$33.53 ,$21.36 ,63.70%,General Casters,Casters,21PM50GM4342TY
21PM50GM4368TY,"5"" x 1-1/4"" Polymadic Threaded Swivel Stem Caster, Brake (1/2"") - 350 lbs. Cap.",Durable Superior Casters,$9.86 ,$27.16 ,$17.30 ,63.70%,General Casters,Casters,21PM50GM4368TY
21PM50GM4368YY,"5"" x 1-1/4"" Polymadic Wheel Threaded Swivel Stem Caster (1/2"") - 350 lbs. Cap.",Durable Superior Casters,$8.54 ,$23.53 ,$14.99 ,63.70%,General Casters,Casters,21PM50GM4368YY
21PM50GM4370YY,,Durable Superior Casters,,,,,General Casters,Casters,21PM50GM4370YY
21PM50GM4377TY,"5"" x 1-1/4"" Polymadic Thread Stem Caster, Expandable Adapter, Brake 340# Cap",Durable Superior Casters,$13.22 ,$36.42 ,$23.20 ,63.70%,General Casters,Casters,21PM50GM4377TY
21PM50GM4377YY,"5"" x 1-1/4"" Polymadic Threaded Swivel Stem Caster, Expandable Adapter, 350# Cap",Durable Superior Casters,$11.91 ,$32.81 ,$20.90 ,63.70%,General Casters,Casters,21PM50GM4377YY
21PM50GM4391TY,"5"" x 1-1/4"" Polymadic Swivel Grip Ring Stem Caster (7/16""), Brake, 340 lbs. Cap",Durable Superior Casters,$9.95 ,$27.41 ,$17.46 ,63.70%,General Casters,Casters,21PM50GM4391TY
21PM50GM4391YY,"5"" x 1-1/4"" Polymadic Swivel Grip Ring Stem Caster (7/16"") - 350 lbs. Cap.",Durable Superior Casters,$8.64 ,$23.80 ,$15.16 ,63.70%,General Casters,Casters,21PM50GM4391YY
21PP25GM4268YY,"2-1/2"" x 1-1/4"" Poly-Pro Wheel Threaded Swivel Stem Caster - 250 lbs. capacity",Durable Superior Casters,$6.74 ,$18.57 ,$11.83 ,63.70%,General Casters,Casters,21PP25GM4268YY
21PP25GM4271YY,"2-1/2"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter,250# Cap",Durable Superior Casters,$9.76 ,$26.89 ,$17.13 ,63.70%,General Casters,Casters,21PP25GM4271YY
21PP25GM4272YY,"2-1/2"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter,250# Cap - 7/8"" Tube I.D.",Durable Superior Casters,$9.76 ,$26.89 ,$17.13 ,63.70%,General Casters,Casters,21PP25GM4272YY
21PP25GM4273YY,"2-1/2"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter,250# Cap - 1"" Tube I.D.",Durable Superior Casters,$9.76 ,$26.89 ,$17.13 ,63.70%,General Casters,Casters,21PP25GM4273YY
21PP25GM4274YY,"2-1/2"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter,250# Cap - 1-1/8"" Tube I.D.",Durable Superior Casters,$9.86 ,$27.16 ,$17.30 ,63.70%,General Casters,Casters,21PP25GM4274YY
21PP25GM4275YY,"2-1/2"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter,250# Cap - 1-3/8"" Tube I.D.",Durable Superior Casters,$9.81 ,$27.02 ,$17.21 ,63.70%,General Casters,Casters,21PP25GM4275YY
21PP25GM4276YY,"2-1/2"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter,250# Cap - 1-1/2"" Tube I.D.",Durable Superior Casters,$9.99 ,$27.52 ,$17.53 ,63.70%,General Casters,Casters,21PP25GM4276YY
21PP25GM4277YY,"2-1/2"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter,250# Cap - 1-7/8"" Tube I.D.",Durable Superior Casters,$10.29 ,$28.35 ,$18.06 ,63.70%,General Casters,Casters,21PP25GM4277YY
21PP30GD4491YY,,Durable Superior Casters,,,,,General Casters,Casters,21PP30GD4491YY
21PP30GI4471YY,"3"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter - 300 lb Capacity - 3/4"" Tube I.D.",Durable Superior Casters,$8.84 ,$24.35 ,$15.51 ,63.70%,General Casters,Casters,21PP30GI4471YY
21PP30GI4472YY,"3"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter - 300 lb Capacity - 7/8"" Tube I.D.",Durable Superior Casters,$8.84 ,$24.35 ,$15.51 ,63.70%,General Casters,Casters,21PP30GI4472YY
21PP30GI4473YY,"3"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter - 300 lb Capacity",Durable Superior Casters,$8.84 ,$24.35 ,$15.51 ,63.70%,General Casters,Casters,21PP30GI4473YY
21PP30GI4474YY,"3"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter - 300 lb Capacity - 1-1/8"" Tube I.D.",Durable Superior Casters,$8.95 ,$24.66 ,$15.71 ,63.70%,General Casters,Casters,21PP30GI4474YY
21PP30GI4475YY,"3"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter - 300 lb Capacity - 1-3/8"" Tube I.D.",Durable Superior Casters,$8.89 ,$24.49 ,$15.60 ,63.70%,General Casters,Casters,21PP30GI4475YY
21PP30GI4476YY,"3"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter - 300 lb Capacity - 1-1/2"" Tube I.D.",Durable Superior Casters,$9.07 ,$24.99 ,$15.92 ,63.70%,General Casters,Casters,21PP30GI4476YY
21PP30GI4477YY,"3"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster, Exp. Adapter - 300 lb Capacity - 1-7/8"" Tube I.D.",Durable Superior Casters,$9.38 ,$25.84 ,$16.46 ,63.70%,General Casters,Casters,21PP30GI4477YY
21PP35GA4462YY,,Durable Superior Casters,,,,,General Casters,Casters,21PP35GA4462YY
